Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price
Acer,Acer_273,Gaming,"16.8""",Retina,Intel i3,4GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 5,2.9,1207.94
Apple,Apple_363,Business,"15.6""",LED,Intel i3,4GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 6,1.47,801.65
Acer,Acer_938,Gaming,"16.6""",Retina,AMD Ryzen 7,32GB,1TB HDD,Integrated,Windows,Windows 9,1.71,1102.89
Lenovo,Lenovo_315,Workstation,"13.1""",OLED,Intel i3,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 5,3.23,1276.15
HP,HP_913,Business,"15.9""",IPS,Intel i7,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 6,1.82,1096.12
Acer,Acer_736,Business,"15.7""",LED,Intel i5,8GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 5,2.24,880.37
Dell,Dell_308,Ultrabook,"17.1""",Retina,AMD Ryzen 5,8GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 7,1.44,1144.18
Acer,Acer_591,Workstation,"16.9""",IPS,Intel i5,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 1,1.63,1534.38
HP,HP_878,Gaming,"16.2""",OLED,Intel i9,16GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 10,1.01,1383.71
HP,HP_202,Gaming,"14.5""",OLED,Intel i7,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 1,3.24,1258.65
Dell,Dell_994,Student,"15.3""",IPS,Intel i9,32GB,1TB SSD,AMD Radeon,Windows,Windows 12,1.47,551.45
Samsung,Samsung_897,Student,"13.6""",IPS,Intel i5,16GB,128GB SSD,AMD Radeon,Linux,Linux 6,2.13,844.54
Apple,Apple_775,Student,"17.0""",IPS,Intel i5,8GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 2,2.69,799.32
Samsung,Samsung_911,Workstation,"13.2""",IPS,Intel i3,32GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 1,1.41,1718.1
Lenovo,Lenovo_964,Ultrabook,"14.0""",LED,Intel i7,32GB,256GB SSD,NVIDIA RTX 3050,Windows,Windows 3,3.14,1339.98
HP,HP_755,Student,"15.7""",OLED,AMD Ryzen 7,16GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 1,1.25,837.72
Asus,Asus_912,Business,"16.2""",IPS,Intel i9,32GB,256GB SSD,Integrated,macOS,macOS 9,1.01,884.14
HP,HP_561,Gaming,"14.1""",Retina,Intel i5,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 2,1.37,1092.47
Acer,Acer_998,Ultrabook,"16.7""",LED,AMD Ryzen 7,4GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 4,3.05,1231.08
Dell,Dell_412,Workstation,"14.1""",LED,Intel i3,32GB,1TB SSD,AMD Radeon,macOS,macOS 12,2.58,1514.72
Lenovo,Lenovo_641,Business,"14.2""",OLED,Intel i5,4GB,1TB HDD,Integrated,macOS,macOS 2,3.45,872.47
Acer,Acer_679,Gaming,"16.0""",OLED,Intel i9,16GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 6,1.14,1241.89
HP,HP_451,Business,"14.3""",IPS,Intel i5,8GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 9,2.88,703.09
Acer,Acer_170,Ultrabook,"17.3""",LED,Intel i3,8GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 1,3.22,1445.98
MSI,MSI_453,Business,"13.7""",Retina,Intel i9,8GB,1TB SSD,AMD Radeon,Linux,Linux 2,1.86,604.6
Asus,Asus_991,Business,"13.7""",IPS,Intel i7,32GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 11,2.91,911.17
Acer,Acer_182,Business,"13.0""",OLED,Intel i9,4GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 3,1.67,838.07
Samsung,Samsung_890,Business,"13.8""",Retina,AMD Ryzen 5,8GB,1TB SSD,AMD Radeon,Windows,Windows 1,2.04,1020.02
Dell,Dell_718,Gaming,"15.1""",LED,AMD Ryzen 5,8GB,256GB SSD,AMD Radeon,Linux,Linux 1,2.2,1120.96
Dell,Dell_852,Business,"16.9""",LED,Intel i5,8GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 9,2.23,867.78
Asus,Asus_285,Business,"15.3""",OLED,AMD Ryzen 7,8GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 5,2.12,625.13
Asus,Asus_794,Ultrabook,"13.2""",Retina,Intel i5,4GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 10,2.05,928.77
Samsung,Samsung_542,Gaming,"16.1""",LED,Intel i3,32GB,1TB SSD,AMD Radeon,Linux,Linux 11,1.72,1207.11
Apple,Apple_228,Ultrabook,"13.0""",IPS,Intel i5,32GB,1TB HDD,Integrated,macOS,macOS 5,1.62,1279.51
Acer,Acer_128,Ultrabook,"15.7""",OLED,Intel i9,16GB,256GB SSD,Integrated,Linux,Linux 10,1.26,1326.04
Samsung,Samsung_163,Ultrabook,"14.5""",OLED,Intel i5,8GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 3,2.63,1162.3
HP,HP_492,Workstation,"16.5""",IPS,Intel i7,8GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 1,3.27,1322.87
Samsung,Samsung_605,Student,"13.9""",OLED,Intel i9,8GB,1TB HDD,Integrated,Windows,Windows 11,1.46,304.59
MSI,MSI_772,Workstation,"17.2""",Retina,Intel i7,16GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 11,3.33,1716.83
MSI,MSI_200,Workstation,"14.5""",Retina,AMD Ryzen 5,4GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 6,2.67,1567.67
HP,HP_553,Gaming,"13.6""",IPS,Intel i3,16GB,1TB HDD,AMD Radeon,Linux,Linux 12,2.52,1104.59
Dell,Dell_470,Ultrabook,"15.2""",IPS,Intel i5,8GB,1TB HDD,Integrated,Linux,Linux 6,3.04,1100.32
Samsung,Samsung_203,Gaming,"13.6""",LED,Intel i9,32GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 10,3.14,1282.95
Acer,Acer_355,Student,"13.6""",LED,Intel i5,4GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 4,1.24,515.31
HP,HP_379,Business,"13.5""",OLED,Intel i9,8GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 3,1.4,668.2
HP,HP_640,Workstation,"13.5""",IPS,Intel i3,4GB,1TB HDD,Integrated,Linux,Linux 9,1.9,1590.46
Acer,Acer_886,Workstation,"15.1""",IPS,Intel i5,16GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 1,3.34,1063.33
Acer,Acer_116,Ultrabook,"14.0""",OLED,AMD Ryzen 5,8GB,1TB SSD,Integrated,macOS,macOS 10,2.93,1143.93
Asus,Asus_864,Gaming,"13.2""",Retina,Intel i7,8GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 5,3.41,1137.88
Apple,Apple_884,Gaming,"15.1""",OLED,Intel i9,4GB,256GB SSD,Integrated,Windows,Windows 6,2.05,1064.93
Dell,Dell_200,Workstation,"16.2""",OLED,AMD Ryzen 5,8GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 7,1.88,1731.06
HP,HP_642,Ultrabook,"16.9""",LED,Intel i3,8GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 6,2.84,1078.84
Acer,Acer_136,Business,"15.1""",OLED,Intel i9,8GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 5,1.28,891.89
Lenovo,Lenovo_878,Gaming,"16.4""",Retina,AMD Ryzen 7,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 11,1.94,1249.56
HP,HP_463,Business,"15.7""",Retina,Intel i9,8GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 3,2.17,1220.26
Samsung,Samsung_805,Ultrabook,"16.2""",OLED,AMD Ryzen 5,8GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 9,3.37,1336.31
Asus,Asus_177,Student,"15.9""",IPS,AMD Ryzen 5,8GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 5,1.39,1168.73
Apple,Apple_579,Business,"16.1""",IPS,Intel i9,32GB,128GB SSD,Integrated,Linux,Linux 3,1.14,793.15
Lenovo,Lenovo_194,Business,"16.8""",LED,Intel i7,32GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 2,1.8,930.18
MSI,MSI_948,Student,"14.7""",LED,Intel i3,32GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 8,2.74,941.22
MSI,MSI_814,Gaming,"17.0""",Retina,Intel i3,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 7,3.24,1321.84
Lenovo,Lenovo_569,Business,"13.4""",IPS,Intel i5,32GB,512GB SSD,NVIDIA GTX 1650,macOS,macOS 2,2.97,1041.63
Asus,Asus_555,Student,"14.5""",IPS,Intel i3,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 5,3.0,766.23
MSI,MSI_191,Student,"13.2""",IPS,Intel i5,8GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 12,1.98,865.42
Lenovo,Lenovo_975,Business,"17.2""",OLED,Intel i9,16GB,512GB SSD,AMD Radeon,Linux,Linux 2,2.36,931.59
HP,HP_620,Ultrabook,"15.6""",Retina,AMD Ryzen 5,8GB,128GB SSD,NVIDIA RTX 4060,macOS,macOS 12,2.39,1035.42
Lenovo,Lenovo_715,Business,"14.7""",OLED,Intel i7,16GB,1TB SSD,AMD Radeon,Linux,Linux 1,3.21,1018.9
Lenovo,Lenovo_897,Ultrabook,"13.8""",LED,Intel i7,32GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 6,1.24,1296.54
Acer,Acer_357,Gaming,"15.9""",IPS,Intel i3,8GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 8,1.64,919.99
Apple,Apple_964,Student,"15.3""",IPS,Intel i7,32GB,512GB SSD,Integrated,Linux,Linux 4,1.52,911.76
Acer,Acer_875,Gaming,"13.4""",IPS,Intel i7,8GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 9,1.73,1239.63
Acer,Acer_251,Business,"14.3""",OLED,Intel i7,16GB,128GB SSD,AMD Radeon,Linux,Linux 12,1.92,1175.69
Dell,Dell_260,Student,"16.1""",IPS,Intel i3,4GB,1TB SSD,Integrated,Windows,Windows 5,1.79,723.16
Asus,Asus_877,Ultrabook,"15.2""",IPS,Intel i9,4GB,256GB SSD,Integrated,Windows,Windows 9,2.02,968.53
Dell,Dell_316,Ultrabook,"14.7""",Retina,AMD Ryzen 5,8GB,128GB SSD,NVIDIA RTX 4060,Windows,Windows 12,1.62,1090.21
Asus,Asus_279,Ultrabook,"16.5""",Retina,AMD Ryzen 7,4GB,512GB SSD,Integrated,macOS,macOS 11,1.44,1042.48
HP,HP_331,Gaming,"15.0""",IPS,AMD Ryzen 5,16GB,1TB SSD,Integrated,Windows,Windows 2,2.17,1498.19
Asus,Asus_725,Student,"16.4""",OLED,Intel i3,32GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 9,1.48,1022.26
Dell,Dell_432,Workstation,"15.5""",IPS,Intel i5,16GB,1TB HDD,AMD Radeon,Linux,Linux 9,2.61,1693.19
MSI,MSI_938,Ultrabook,"17.3""",OLED,AMD Ryzen 5,16GB,256GB SSD,Integrated,Linux,Linux 1,2.73,685.1
MSI,MSI_607,Business,"14.9""",Retina,Intel i7,8GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 3,2.31,895.59
Samsung,Samsung_265,Workstation,"14.3""",Retina,Intel i5,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 1,1.31,1639.82
Samsung,Samsung_956,Business,"16.4""",LED,Intel i5,32GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 2,1.66,831.53
Acer,Acer_348,Workstation,"17.1""",Retina,Intel i3,32GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 11,1.63,1338.28
Acer,Acer_232,Gaming,"17.1""",IPS,AMD Ryzen 7,8GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 7,1.36,1196.5
HP,HP_430,Gaming,"13.3""",LED,Intel i9,8GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 6,1.8,921.61
Acer,Acer_311,Business,"17.2""",Retina,Intel i9,8GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 3,3.03,1240.82
HP,HP_144,Student,"14.5""",LED,Intel i7,4GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 6,2.99,1110.57
Apple,Apple_456,Gaming,"13.5""",LED,Intel i9,4GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 5,2.56,1328.86
Lenovo,Lenovo_402,Business,"15.1""",OLED,Intel i3,4GB,1TB SSD,AMD Radeon,macOS,macOS 7,2.03,834.97
Dell,Dell_738,Business,"16.4""",LED,Intel i3,16GB,256GB SSD,NVIDIA RTX 3050,Windows,Windows 12,2.65,712.58
Apple,Apple_839,Student,"16.9""",OLED,Intel i7,8GB,1TB HDD,Integrated,macOS,macOS 7,1.23,773.1
MSI,MSI_997,Gaming,"13.7""",OLED,Intel i9,16GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 7,1.17,1398.58
Dell,Dell_504,Student,"16.2""",OLED,AMD Ryzen 7,32GB,1TB HDD,AMD Radeon,macOS,macOS 9,3.25,675.14
Acer,Acer_462,Workstation,"13.3""",LED,Intel i7,32GB,256GB SSD,Integrated,Windows,Windows 5,1.84,1457.72
Acer,Acer_554,Gaming,"13.4""",OLED,Intel i3,16GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 1,1.79,824.56
Lenovo,Lenovo_565,Gaming,"16.1""",OLED,Intel i3,16GB,1TB HDD,NVIDIA RTX 4060,Windows,Windows 10,1.6,1170.23
Acer,Acer_608,Gaming,"14.7""",LED,AMD Ryzen 5,32GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 6,1.97,1510.76
Apple,Apple_260,Student,"15.7""",LED,AMD Ryzen 7,32GB,1TB SSD,AMD Radeon,Linux,Linux 9,2.66,300.98
HP,HP_178,Student,"15.2""",LED,AMD Ryzen 7,4GB,512GB SSD,AMD Radeon,Windows,Windows 5,1.48,654.39
Samsung,Samsung_934,Ultrabook,"16.7""",LED,Intel i7,32GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 11,2.45,1387.77
Dell,Dell_440,Gaming,"17.1""",Retina,Intel i7,4GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 10,1.32,1344.87
Lenovo,Lenovo_986,Ultrabook,"16.3""",IPS,AMD Ryzen 5,8GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 9,1.5,1112.23
Asus,Asus_178,Business,"13.9""",Retina,AMD Ryzen 7,4GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 12,3.43,826.57
Apple,Apple_269,Business,"16.0""",OLED,Intel i9,32GB,128GB SSD,AMD Radeon,macOS,macOS 9,2.6,863.33
Samsung,Samsung_812,Workstation,"13.4""",Retina,Intel i5,8GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 6,3.24,1380.04
Apple,Apple_703,Business,"13.8""",IPS,Intel i5,8GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 8,2.07,588.24
Apple,Apple_142,Business,"13.6""",LED,Intel i5,4GB,512GB SSD,Integrated,macOS,macOS 8,2.1,1150.51
MSI,MSI_248,Student,"14.4""",LED,Intel i9,8GB,128GB SSD,Integrated,macOS,macOS 4,1.62,544.2
Samsung,Samsung_962,Workstation,"15.6""",IPS,AMD Ryzen 7,8GB,256GB SSD,Integrated,Windows,Windows 11,3.16,1722.64
HP,HP_665,Business,"14.5""",OLED,Intel i7,32GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 12,2.69,681.38
Acer,Acer_515,Business,"16.2""",OLED,Intel i3,32GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 2,1.76,803.71
Acer,Acer_660,Gaming,"17.0""",IPS,Intel i7,32GB,1TB SSD,AMD Radeon,Windows,Windows 9,2.1,919.34
HP,HP_815,Business,"16.7""",IPS,AMD Ryzen 7,16GB,1TB HDD,Integrated,Linux,Linux 5,3.22,1179.94
Samsung,Samsung_480,Gaming,"16.7""",OLED,Intel i9,32GB,256GB SSD,NVIDIA RTX 3050,Windows,Windows 10,1.86,1273.33
Apple,Apple_136,Student,"16.0""",IPS,Intel i5,4GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 10,1.28,916.84
Asus,Asus_493,Gaming,"16.8""",IPS,Intel i9,16GB,512GB SSD,Integrated,Windows,Windows 9,1.29,1242.06
Samsung,Samsung_652,Student,"14.9""",IPS,AMD Ryzen 7,16GB,256GB SSD,Integrated,Windows,Windows 1,2.5,569.94
HP,HP_268,Workstation,"15.4""",Retina,Intel i9,4GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 12,3.02,1530.41
Samsung,Samsung_569,Student,"14.8""",Retina,AMD Ryzen 7,8GB,1TB HDD,AMD Radeon,Linux,Linux 2,2.47,655.92
Asus,Asus_164,Student,"14.2""",Retina,Intel i5,16GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 1,2.38,484.16
Asus,Asus_365,Student,"14.7""",IPS,AMD Ryzen 5,32GB,128GB SSD,NVIDIA RTX 4060,Linux,Linux 7,1.78,712.38
Asus,Asus_750,Student,"13.9""",OLED,AMD Ryzen 5,16GB,128GB SSD,Integrated,macOS,macOS 8,1.83,514.49
Lenovo,Lenovo_808,Gaming,"15.9""",Retina,Intel i3,8GB,1TB HDD,Integrated,macOS,macOS 10,3.15,1168.59
HP,HP_901,Ultrabook,"16.3""",LED,AMD Ryzen 7,8GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 12,3.41,1470.68
Samsung,Samsung_531,Business,"13.4""",IPS,Intel i9,32GB,256GB SSD,AMD Radeon,macOS,macOS 3,1.92,684.36
Apple,Apple_888,Business,"13.7""",LED,Intel i5,8GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 10,1.77,975.42
Asus,Asus_544,Student,"14.0""",Retina,Intel i3,16GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 6,1.82,417.79
Samsung,Samsung_174,Business,"14.0""",IPS,Intel i7,16GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 4,1.76,1060.63
Asus,Asus_828,Business,"14.3""",IPS,Intel i9,4GB,512GB SSD,Integrated,Windows,Windows 5,1.84,658.14
Samsung,Samsung_329,Business,"14.1""",IPS,Intel i3,4GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 10,1.01,707.27
Acer,Acer_649,Student,"14.5""",Retina,Intel i7,8GB,512GB SSD,AMD Radeon,Windows,Windows 3,2.19,800.38
Dell,Dell_409,Business,"13.5""",LED,Intel i5,8GB,128GB SSD,AMD Radeon,Linux,Linux 8,1.09,1031.38
MSI,MSI_102,Ultrabook,"16.3""",LED,Intel i3,32GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 5,1.17,852.93
Apple,Apple_747,Student,"16.9""",Retina,AMD Ryzen 7,16GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 4,2.41,1004.65
Apple,Apple_750,Workstation,"15.8""",Retina,Intel i9,4GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 10,1.23,1292.74
Lenovo,Lenovo_980,Workstation,"13.2""",Retina,AMD Ryzen 5,8GB,256GB SSD,AMD Radeon,macOS,macOS 9,3.17,1459.31
Asus,Asus_467,Student,"13.3""",IPS,Intel i3,32GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 2,1.61,899.89
Acer,Acer_563,Ultrabook,"15.9""",OLED,AMD Ryzen 7,16GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 1,3.42,1083.57
Apple,Apple_626,Business,"14.3""",LED,AMD Ryzen 7,8GB,128GB SSD,AMD Radeon,macOS,macOS 7,1.28,927.47
Acer,Acer_348,Student,"14.9""",OLED,AMD Ryzen 7,4GB,1TB SSD,Integrated,Linux,Linux 2,2.27,548.71
Dell,Dell_939,Gaming,"16.6""",LED,Intel i3,16GB,1TB HDD,AMD Radeon,Windows,Windows 8,1.39,1042.64
Acer,Acer_409,Student,"15.5""",IPS,Intel i5,16GB,256GB SSD,Integrated,Linux,Linux 1,1.1,543.1
Lenovo,Lenovo_724,Workstation,"16.3""",IPS,AMD Ryzen 5,16GB,512GB SSD,AMD Radeon,Linux,Linux 12,2.69,1572.86
MSI,MSI_378,Ultrabook,"16.7""",IPS,AMD Ryzen 5,32GB,512GB SSD,NVIDIA RTX 3050,Windows,Windows 6,2.85,872.38
HP,HP_290,Ultrabook,"16.4""",Retina,AMD Ryzen 5,16GB,512GB SSD,NVIDIA RTX 4060,macOS,macOS 4,1.96,1188.1
HP,HP_455,Student,"15.7""",IPS,Intel i9,16GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 12,1.38,516.21
MSI,MSI_951,Gaming,"16.4""",IPS,Intel i7,32GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 9,2.72,1327.9
Dell,Dell_380,Ultrabook,"16.8""",IPS,Intel i3,16GB,512GB SSD,Integrated,macOS,macOS 2,3.22,1223.45
HP,HP_113,Gaming,"14.7""",IPS,Intel i5,16GB,1TB SSD,AMD Radeon,Linux,Linux 7,1.84,921.44
HP,HP_454,Gaming,"13.1""",OLED,Intel i9,8GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 1,1.15,1079.04
MSI,MSI_835,Gaming,"15.4""",IPS,Intel i9,16GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 12,1.08,1334.16
Acer,Acer_114,Business,"13.4""",Retina,Intel i3,32GB,1TB SSD,Integrated,Windows,Windows 12,1.77,1400.59
Asus,Asus_865,Workstation,"13.2""",LED,Intel i3,8GB,1TB SSD,AMD Radeon,macOS,macOS 12,3.49,1381.69
MSI,MSI_157,Gaming,"14.1""",Retina,AMD Ryzen 5,16GB,1TB SSD,AMD Radeon,Linux,Linux 3,2.02,1004.91
MSI,MSI_824,Student,"16.4""",Retina,Intel i9,16GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 12,1.28,690.73
Acer,Acer_534,Business,"13.4""",IPS,AMD Ryzen 7,4GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 2,1.71,1211.02
HP,HP_683,Business,"16.9""",IPS,Intel i3,16GB,128GB SSD,AMD Radeon,macOS,macOS 3,2.64,1408.69
HP,HP_579,Gaming,"16.1""",Retina,AMD Ryzen 7,8GB,1TB HDD,AMD Radeon,Windows,Windows 4,2.64,998.75
Apple,Apple_834,Workstation,"16.8""",Retina,AMD Ryzen 7,16GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 5,2.84,920.96
Samsung,Samsung_734,Workstation,"16.7""",LED,AMD Ryzen 7,32GB,256GB SSD,AMD Radeon,Windows,Windows 11,3.22,1495.92
Lenovo,Lenovo_248,Ultrabook,"14.5""",Retina,Intel i5,4GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 1,3.45,1019.18
Apple,Apple_429,Gaming,"17.0""",OLED,Intel i5,4GB,128GB SSD,Integrated,macOS,macOS 10,3.29,1040.6
Lenovo,Lenovo_700,Business,"15.2""",IPS,Intel i7,16GB,1TB SSD,Integrated,Windows,Windows 3,2.16,1080.9
MSI,MSI_458,Business,"13.4""",IPS,Intel i3,16GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 4,2.99,718.64
Samsung,Samsung_581,Gaming,"16.8""",IPS,AMD Ryzen 7,8GB,128GB SSD,NVIDIA RTX 4060,Linux,Linux 11,1.27,1288.47
Asus,Asus_479,Workstation,"17.2""",Retina,AMD Ryzen 5,4GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 8,2.06,1509.09
Samsung,Samsung_960,Student,"14.2""",OLED,Intel i9,32GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 7,1.41,1023.2
Asus,Asus_833,Ultrabook,"15.1""",OLED,Intel i5,4GB,1TB SSD,AMD Radeon,Windows,Windows 1,3.08,1265.21
Acer,Acer_494,Business,"14.7""",IPS,Intel i9,32GB,256GB SSD,AMD Radeon,Windows,Windows 9,1.64,1013.5
Asus,Asus_825,Workstation,"13.8""",LED,Intel i9,8GB,256GB SSD,AMD Radeon,macOS,macOS 4,1.31,1293.25
Samsung,Samsung_659,Business,"16.8""",LED,AMD Ryzen 5,32GB,1TB HDD,Integrated,Windows,Windows 1,2.43,650.85
Acer,Acer_668,Gaming,"17.0""",IPS,Intel i3,32GB,1TB HDD,Integrated,Windows,Windows 9,2.61,1304.5
HP,HP_845,Ultrabook,"13.7""",Retina,Intel i7,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 8,2.58,922.73
Dell,Dell_943,Student,"16.9""",OLED,Intel i7,4GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 2,1.38,409.72
HP,HP_370,Gaming,"14.3""",OLED,Intel i9,8GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 8,3.37,1241.02
Dell,Dell_575,Workstation,"13.9""",OLED,Intel i7,8GB,256GB SSD,AMD Radeon,macOS,macOS 11,1.24,1175.32
MSI,MSI_131,Gaming,"13.8""",OLED,AMD Ryzen 5,4GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 4,1.67,1291.46
Samsung,Samsung_391,Gaming,"15.2""",LED,Intel i7,4GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 11,1.82,1619.64
Dell,Dell_646,Student,"13.7""",IPS,Intel i5,4GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 1,3.36,759.05
Samsung,Samsung_767,Gaming,"15.8""",OLED,AMD Ryzen 5,8GB,128GB SSD,AMD Radeon,Windows,Windows 9,2.45,1152.35
Asus,Asus_563,Ultrabook,"15.9""",Retina,Intel i7,8GB,256GB SSD,AMD Radeon,Windows,Windows 1,1.2,612.94
Lenovo,Lenovo_106,Gaming,"15.9""",LED,AMD Ryzen 7,8GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 2,1.81,1336.83
Dell,Dell_561,Ultrabook,"14.2""",Retina,AMD Ryzen 5,32GB,1TB SSD,AMD Radeon,Linux,Linux 3,1.32,1286.07
Apple,Apple_122,Workstation,"15.5""",OLED,Intel i9,16GB,256GB SSD,Integrated,Windows,Windows 7,2.06,1206.66
MSI,MSI_656,Student,"15.2""",OLED,AMD Ryzen 5,32GB,256GB SSD,NVIDIA RTX 3050,Linux,Linux 1,1.21,521.92
Asus,Asus_167,Business,"15.8""",Retina,Intel i7,4GB,1TB SSD,Integrated,Linux,Linux 10,2.66,1025.52
Samsung,Samsung_122,Business,"13.9""",Retina,AMD Ryzen 5,8GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 3,2.3,846.27
HP,HP_830,Gaming,"14.5""",OLED,AMD Ryzen 5,4GB,1TB SSD,AMD Radeon,Windows,Windows 11,1.49,1500.08
HP,HP_140,Business,"14.2""",Retina,Intel i7,4GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 1,3.4,969.22
Lenovo,Lenovo_241,Student,"14.6""",IPS,AMD Ryzen 7,4GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 7,1.84,915.57
Asus,Asus_424,Gaming,"15.5""",IPS,AMD Ryzen 5,32GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 3,1.24,1205.31
Lenovo,Lenovo_698,Workstation,"14.7""",IPS,Intel i5,4GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 12,3.33,1489.5
